firm_id,FAF_Zone,naics6d,employees,N
9865,050,322120,"23,100",6
9865,364,322120,"23,100",1
9865,471,322120,"23,100",6
9865,061,322120,"23,100",18
9865,511,322120,"23,100",3
9865,182,322120,"23,100",6
9865,081,322120,"23,100",3
9865,269,322120,"23,100",3
9865,484,322120,"23,100",8
9865,489,322120,"23,100",5
9865,012,322120,"23,100",1
9865,486,322120,"23,100",2
9865,391,322120,"23,100",3
9865,271,322120,"23,100",9
9865,401,322120,"23,100",1
9865,399,322120,"23,100",2
9865,452,322120,"23,100",1
9865,179,322120,"23,100",2
9865,209,322120,"23,100",1
9865,099,322120,"23,100",1
9865,212,322120,"23,100",1
9865,139,322120,"23,100",3
9865,292,322120,"23,100",4
9865,485,322120,"23,100",1
9865,429,322120,"23,100",4
9865,230,322120,"23,100",1
9865,183,322120,"23,100",1
9865,369,322120,"23,100",3
9865,473,322120,"23,100",2
9865,279,322120,"23,100",1
9865,519,322120,"23,100",1
9865,181,322120,"23,100",2
9865,472,322120,"23,100",2
9865,049,322120,"23,100",1
9865,311,322120,"23,100",4
9865,422,322120,"23,100",1
9865,172,322120,"23,100",1
9865,411,322211,"23,100",1
9865,182,322211,"23,100",1
9865,379,322120,"23,100",6
9865,091,322120,"23,100",2
9865,362,322120,"23,100",1
9865,202,322120,"23,100",1
9865,372,322120,"23,100",1
9865,491,322120,"23,100",2
9865,211,322120,"23,100",1
9865,131,322211,"23,100",1
9865,341,322120,"23,100",2
9865,041,322120,"23,100",2
9865,129,322120,"23,100",3
9865,111,322120,"23,100",1
9865,101,322120,"23,100",1
9865,373,322120,"23,100",1
9865,471,531210,"23,100",1
30362,061,333241,"1,001",12
30362,063,333241,"1,001",3
30362,041,333241,"1,001",2
30362,484,333241,"1,001",6
30362,321,333241,"1,001",1
23292,061,812199,50,5
8311,484,722511,300,3
8311,513,722511,300,2
8311,373,722511,300,2
8311,241,722511,300,1
8311,372,722511,300,2
8311,242,722511,300,1
8311,299,722511,300,1
14641,292,621340,650,14
14641,172,621340,650,3
17963,362,423490,120,2
17963,369,423490,120,2
17963,361,423490,120,1
4147,081,813319,500,1
4147,171,813319,500,1
4147,131,813319,500,1
4147,061,813319,500,1
4147,280,813319,500,1
4147,091,813319,500,1
4147,062,813319,500,1
10373,371,525910,"1,500",1
10373,481,525910,"1,500",1
10373,061,525910,"1,500",1
10373,519,525910,"1,500",1
10373,081,525910,"1,500",1
10373,179,525910,"1,500",1
28223,160,334413,"1,728",1
28223,484,334413,"1,728",1
28223,092,334413,"1,728",2
28223,519,334413,"1,728",1
7150,473,532310,"1,500",3
7150,452,449129,"1,500",1
7150,479,532310,"1,500",5
7150,473,532420,"1,500",1
7150,540,532420,"1,500",1
7150,219,532310,"1,500",1
18269,041,522291,11,1
18269,409,522291,11,1
18269,484,522291,11,1
18269,489,522291,11,1
18269,486,522291,11,1
18269,488,522291,11,2
29594,519,nan,500,4
29594,519,621999,500,4
16367,551,423420,500,1
16367,062,423420,500,1
16367,041,423420,500,1
16367,519,423420,500,2
16367,379,423420,500,1
16367,392,423420,500,1
16367,392,459410,500,1
16367,421,423420,500,1
26560,061,423610,300,9
26560,064,423610,300,1
26560,321,423610,300,2
26560,329,423610,300,1
26560,063,423610,300,1
1263,363,541850,"2,628",3
1263,061,541850,"2,628",3
1263,341,541850,"2,628",3
1263,393,541850,"2,628",1
1263,292,541850,"2,628",1
1263,291,541850,"2,628",1
1263,081,541850,"2,628",1
1263,486,541850,"2,628",1
1263,123,541850,"2,628",1
1263,223,541850,"2,628",1
1263,171,541850,"2,628",1
1263,064,541850,"2,628",2
1263,484,541850,"2,628",2
1263,122,541850,"2,628",2
1263,124,541850,"2,628",1
1263,041,541850,"2,628",2
1263,062,541850,"2,628",2
1263,472,541850,"2,628",1
1263,421,541850,"2,628",1
1263,251,541850,"2,628",3
1263,471,541850,"2,628",2
1263,271,541850,"2,628",3
1263,139,541850,"2,628",1
1263,063,541850,"2,628",1
1263,131,541850,"2,628",1
1263,182,541850,"2,628",1
1263,111,541850,"2,628",1
1263,121,541850,"2,628",1
1263,419,541850,"2,628",1
1263,065,541850,"2,628",1
1263,129,541850,"2,628",1
1263,261,541850,"2,628",1
1263,331,541850,"2,628",1
1263,321,541850,"2,628",1
20190,393,532412,"2,000",4
20190,392,532412,"2,000",5
20190,391,532412,"2,000",1
20190,399,532412,"2,000",10
20190,394,532412,"2,000",3
20190,211,532412,"2,000",1
4682,124,238220,990,1
4682,511,238220,990,2
4682,050,238220,990,1
4682,512,238220,990,1
4682,371,238220,990,1
4682,123,238220,990,1
4682,131,238220,990,1
4682,519,238220,990,1
4682,513,238220,990,2
4682,373,238220,990,1
4682,451,238220,990,1
4682,489,238220,990,1
4682,241,238220,990,1
4682,459,238220,990,1
20177,122,517112,100,11
20177,121,517112,100,1
20177,123,517112,100,1
20177,064,517112,100,1
20177,241,517112,100,1
20177,124,517112,100,1
20177,171,517112,100,1
15188,081,327310,"2,764",2
15188,350,327310,"2,764",2
15188,089,327310,"2,764",1
15188,050,327310,"2,764",1
1672,061,611310,500,11
25805,422,237210,"10,000",1
25805,292,531120,"10,000",1
25805,241,531120,"10,000",2
25805,292,237210,"10,000",1
25805,421,237210,"10,000",1
25805,241,237210,"10,000",1
25805,291,237210,"10,000",1
9753,484,722410,94,4
9753,488,722410,94,1
9753,471,722410,94,2
9753,486,722410,94,2
9753,371,722410,94,1
9753,373,722410,94,1
9753,050,722410,94,1
22634,460,531210,10,5
1658,363,611310,"1,000",4
1658,123,611310,"1,000",1
28579,061,311611,"14,000",2
28579,259,311611,"14,000",1
28579,182,311611,"14,000",1
17410,519,nan,250,6
5899,122,561311,200,2
5899,121,561311,200,1
5899,123,561311,200,1
5899,363,561311,200,1
5899,271,561311,200,1
5899,371,561311,200,1
5899,124,561311,200,1
25814,380,424720,"6,000",2
25814,081,424720,"6,000",2
25814,491,424720,"6,000",4
25814,122,211120,"6,000",5
25814,300,424720,"6,000",1
25814,350,424720,"6,000",1
25814,049,424720,"6,000",1
25814,129,211120,"6,000",2
25814,300,457110,"6,000",8
25814,279,457110,"6,000",1
25814,460,457110,"6,000",1
25814,380,457110,"6,000",7
25814,499,424720,"6,000",1
25814,230,457120,"6,000",1
25814,560,457110,"6,000",1
25814,061,445120,"6,000",1
25814,321,445120,"6,000",1
25814,089,424720,"6,000",1
25814,479,445120,"6,000",1
25814,122,457110,"6,000",1
25814,519,457120,"6,000",1
25814,451,324199,"6,000",1
25115,551,921140,"3,500",2
25115,500,921140,"3,500",2
32036,429,311412,200,1
32036,472,311813,200,1
32036,421,311412,200,2
32036,241,311412,200,2
14417,122,561499,"5,000",1
14417,212,561499,"5,000",1
14417,251,561499,"5,000",1
14417,483,561499,"5,000",1
14417,399,561499,"5,000",1
14417,064,561499,"5,000",1
14417,189,561499,"5,000",1
14417,223,561499,"5,000",1
12802,391,459510,150,7
12802,211,459510,150,1
12802,122,459510,150,1
12802,519,459510,150,3
12802,121,459510,150,1
12802,061,459510,150,1
590,241,622110,"2,500",24
7449,122,523940,"2,416",1
7449,484,523940,"2,416",1
22711,459,459110,120,4
22711,451,459110,120,2
22711,452,459110,120,1
809,519,811111,100,7
809,350,811111,100,1
809,280,811111,100,1
5388,519,423610,180,7
24136,422,561320,476,1
24136,064,561320,476,1
24136,189,561320,476,1
24136,089,561320,476,1
24136,531,561320,476,1
26186,212,541110,500,1
26186,472,541110,500,3
26186,131,541110,500,1
26186,219,541110,500,1
26186,189,541110,500,1
26186,211,541110,500,1
26186,513,541110,500,1
26186,471,541110,500,1
21332,064,513210,"8,800",6
21332,481,513210,"8,800",1
21332,251,513210,"8,800",1
21332,373,513210,"8,800",1
21332,519,513210,"8,800",3
21332,422,513210,"8,800",1
21332,241,513210,"8,800",1
21332,364,513210,"8,800",1
21332,271,513210,"8,800",1
21332,551,513210,"8,800",1
21332,189,513210,"8,800",1
21332,379,513210,"8,800",1
8950,519,nan,168,8
8276,061,622110,"5,000",9
18852,519,722511,200,1
17736,419,623110,200,3
17736,160,623110,200,3
9607,251,611110,"5,000",2
9607,269,611710,"5,000",2
9607,181,611710,"5,000",1
9607,489,611710,"5,000",1
9607,531,611710,"5,000",1
9607,393,611710,"5,000",1
9607,129,611710,"5,000",1
9607,373,611110,"5,000",1
16747,271,561499,200,1
16747,171,561499,200,1
16747,122,561499,200,1
16747,251,561499,200,1
16747,111,561499,200,1
8618,399,423860,400,1
8618,491,423860,400,1
8618,201,423860,400,1
8618,486,423860,400,1
8618,181,423860,400,2
8618,223,423860,400,1
8618,422,423860,400,1
10277,391,722511,200,10
10277,394,722511,200,8
14675,261,722511,"10,000",61
14675,262,722511,"10,000",2
14675,261,722513,"10,000",1
14675,269,722511,"10,000",3
14675,171,722511,"10,000",1
25832,519,445132,"3,800",2
25832,363,311920,"3,800",1
25832,519,311920,"3,800",3
25832,364,311920,"3,800",1
25832,160,311920,"3,800",1
28254,512,516120,"5,000",2
28254,472,516120,"5,000",1
28254,512,813110,"5,000",2
28254,061,516120,"5,000",1
28254,479,516120,"5,000",1
17690,551,336390,"3,877",1
17690,485,336390,"3,877",1
17690,261,336320,"3,877",2
18677,488,561311,500,2
18677,393,561311,500,1
18677,371,561311,500,2
18677,486,561311,500,2
18677,485,561311,500,1
18677,459,561311,500,1
18677,402,561311,500,2
18677,182,561311,500,2
18677,061,561311,500,1
18677,311,561311,500,1
18677,491,561311,500,1
18677,081,561311,500,1
18677,261,561311,500,1
18677,271,561311,500,1
18677,481,561311,500,1
18677,291,561311,500,1
18677,484,561311,500,1
18677,131,561311,500,2
18677,321,561311,500,1
18677,401,561311,500,1
6340,459,722310,550,4
6340,131,722310,550,2
6340,131,722511,550,1
6340,012,722310,550,1
6340,452,722310,550,2
6340,451,722310,550,1
6340,459,722511,550,1
6340,139,722310,550,1
6340,342,722511,550,1
6340,223,722310,550,1
6582,131,621111,"1,000",11
6582,011,621111,"1,000",1
6582,486,621111,"1,000",1
13748,271,221122,"72,000",3
13748,513,221122,"72,000",1
13748,279,221122,"72,000",1
13748,513,813990,"72,000",1
13748,261,221122,"72,000",1
13748,380,221122,"72,000",1
370,061,812199,"1,000",10
370,064,812199,"1,000",2
2121,371,423390,200,1
2121,339,423390,200,1
2121,091,423390,200,1
2121,484,423390,200,1
2121,221,423390,200,1
14478,171,812199,75,68
14478,394,812199,75,9
14478,399,812199,75,1
14478,559,812199,75,4
14478,551,812199,75,3
14478,179,812199,75,6
14478,181,812199,75,10
14478,391,812199,75,1
14478,129,812199,75,4
14478,124,812199,75,1
14478,123,812199,75,1
14478,041,812199,75,1
21246,171,611630,"2,500",5
21174,241,622210,200,4
21174,242,622210,200,1
20120,262,512131,"1,000",5
20120,269,512131,"1,000",5
25357,129,332321,"1,350",8
25357,122,332321,"1,350",2
25357,123,332321,"1,350",1
19980,131,722511,"1,000",1
19980,131,722513,"1,000",53
19980,241,722513,"1,000",1
19980,139,722513,"1,000",3
19980,391,722513,"1,000",2
19980,484,722513,"1,000",2
19980,513,722513,"1,000",2
19980,019,722513,"1,000",4
19980,511,722513,"1,000",2
891,411,423490,500,3
891,531,423490,500,1
891,532,423490,500,1
891,419,423490,500,2
891,350,423490,500,1
891,251,423490,500,1
891,488,423490,500,1
891,050,423490,500,1
891,329,423490,500,1
891,064,423490,500,1
891,160,423490,500,1
891,491,423490,500,1
891,089,423490,500,1
891,121,423490,500,1
954,242,441110,"1,000",1
954,513,441110,"1,000",1
954,251,441110,"1,000",1
954,519,441110,"1,000",2
954,109,441110,"1,000",1
693,484,423730,50,7
693,489,423730,50,4
693,481,423730,50,1
693,488,423730,50,1
8675,559,449110,250,10
7700,421,551111,500,11
7700,423,551111,500,2
31581,081,445110,500,4
31581,350,445110,500,14
31581,485,445110,500,11
31581,489,445110,500,50
31581,481,445110,500,1
31581,484,445110,500,5
31581,488,445110,500,8
31581,486,445110,500,3
31581,487,445110,500,1
31581,209,445110,500,1
31581,483,445110,500,3
19254,251,458110,50,1
19254,122,458110,50,1
19254,064,458110,50,1
19254,472,458110,50,1
19254,421,458110,50,1
19254,341,458110,50,1
22517,123,532490,"5,000",1
22517,321,532490,"5,000",1
22517,171,532490,"5,000",2
22517,484,532490,"5,000",1
22517,341,532490,"5,000",1
29591,041,541512,"13,448",1
29591,171,541512,"13,448",4
29591,393,541512,"13,448",2
29591,364,541512,"13,448",1
29591,519,541512,"13,448",5
29591,484,541512,"13,448",1
29591,271,541512,"13,448",1
29591,124,541512,"13,448",1
29591,429,541512,"13,448",1
29591,251,541512,"13,448",1
29591,189,541512,"13,448",2
29591,391,541512,"13,448",1
29591,341,541512,"13,448",3
29591,539,541512,"13,448",1
29591,371,541512,"13,448",1
29591,513,541512,"13,448",1
29591,299,541512,"13,448",1
29591,061,541512,"13,448",2
29591,092,541512,"13,448",1
29591,329,541512,"13,448",1
29591,363,541512,"13,448",1
29591,139,541512,"13,448",1
29591,551,541512,"13,448",2
29591,063,541512,"13,448",1
29591,131,541512,"13,448",1
29591,050,541512,"13,448",1
29591,489,541512,"13,448",1
29591,481,541512,"13,448",1
29591,373,541512,"13,448",1
29591,064,541512,"13,448",1
29591,411,nan,"13,448",1
9817,491,722511,"5,000",3
9817,491,722513,"5,000",50
9817,321,722513,"5,000",22
9817,081,722513,"5,000",7
9817,513,722513,"5,000",6
9817,499,722513,"5,000",6
9817,049,722513,"5,000",1
9817,560,722513,"5,000",2
9817,064,722513,"5,000",3
9817,041,722513,"5,000",29
9817,089,722513,"5,000",3
9817,061,722513,"5,000",25
9817,160,722513,"5,000",14
9817,300,722513,"5,000",3
9817,242,722513,"5,000",4
9817,249,722513,"5,000",1
9817,531,722513,"5,000",2
9817,065,722513,"5,000",1
9817,539,722513,"5,000",2
9817,069,722513,"5,000",1
9817,241,722513,"5,000",1
9817,062,722513,"5,000",1
9817,411,722513,"5,000",1
9817,081,722511,"5,000",1
9817,123,722513,"5,000",1
9817,061,722511,"5,000",1
9817,519,722513,"5,000",3
9817,531,722511,"5,000",2
9817,512,722513,"5,000",1
25926,519,531110,300,73
25926,319,531110,300,1
25926,261,531110,300,1
25926,131,531210,300,1
25926,363,523940,300,1
25926,519,523940,300,1
25926,271,523940,300,1
25926,486,531110,300,2
25926,422,531110,300,1
25926,300,531110,300,2
25926,331,531110,300,1
25926,484,531210,300,1
25926,472,531110,300,1
25926,519,531210,300,1
25926,042,531110,300,1
25926,092,531110,300,1
25926,500,531110,300,1
25926,139,531110,300,1
25926,342,531110,300,1
23164,131,611310,"11,000",1
23164,139,611310,"11,000",3
23164,132,611310,"11,000",1
23164,229,611310,"11,000",1
9355,061,522110,712,2
9355,065,522110,712,15
9355,069,522110,712,28
9355,064,522110,712,47
9355,062,522110,712,5
29332,341,423510,200,1
29332,171,423510,200,2
29332,519,423510,200,1
29332,121,423510,200,1
29332,531,423510,200,1
10875,484,423940,30,5
10875,171,423940,30,1
10875,299,423940,30,1
3800,519,713990,222,15
3800,230,713990,222,1
3800,361,713990,222,1
3800,251,713990,222,1
3800,160,713990,222,2
3800,393,713990,222,1
3800,519,nan,222,1
31268,160,336413,"83,000",42
31268,519,336413,"83,000",6
31268,342,336413,"83,000",1
31268,061,336413,"83,000",7
31268,129,336413,"83,000",1
31268,484,336413,"83,000",2
31268,484,336412,"83,000",1
31268,064,336413,"83,000",1
31268,531,336413,"83,000",5
31268,131,336413,"83,000",3
31268,350,336413,"83,000",1
31268,182,336413,"83,000",1
31268,539,336413,"83,000",1
31268,211,336413,"83,000",1
31268,122,336413,"83,000",1
31268,251,336413,"83,000",1
31268,321,336413,"83,000",1
31268,451,336413,"83,000",1
31268,391,336412,"83,000",1
31268,271,336413,"83,000",1
31268,488,336413,"83,000",1
31268,391,336413,"83,000",1
31268,513,336413,"83,000",1
31268,121,336412,"83,000",1
20024,519,458110,"3,000",40
20024,230,458110,"3,000",1
20024,041,nan,"3,000",1
20024,251,458110,"3,000",1
20024,512,458110,"3,000",1
20024,392,458110,"3,000",1
20024,363,458110,"3,000",1
20024,341,458110,"3,000",1
1878,531,484210,500,1
1878,300,484210,500,2
1878,491,484210,500,1
1878,160,484210,500,1
17588,488,522310,"2,000",1
17588,489,522310,"2,000",3
17588,229,522310,"2,000",3
17588,402,522310,"2,000",1
17588,491,522310,"2,000",2
17588,459,522310,"2,000",5
17588,409,522310,"2,000",3
17588,487,522310,"2,000",1
17588,139,522310,"2,000",7
17588,299,522310,"2,000",2
17588,401,522310,"2,000",1
17588,452,522310,"2,000",3
17588,479,522310,"2,000",1
17588,485,522310,"2,000",2
17588,451,522310,"2,000",1
9004,081,236220,"55,336",1
9004,190,236220,"55,336",3
9004,271,236220,"55,336",1
9004,122,236220,"55,336",1
9004,041,236220,"55,336",1
9004,241,236220,"55,336",1
31044,512,238210,"3,000",1
31044,511,238210,"3,000",1
31044,488,238210,"3,000",1
31044,319,238210,"3,000",2
31044,411,238210,"3,000",1
31044,350,238210,"3,000",1
31044,452,238210,"3,000",1
21099,211,621320,50,2
21099,391,621320,50,3
17265,269,424990,"8,500",1
17265,209,424990,"8,500",1
17265,519,424990,"8,500",9
17265,392,424990,"8,500",1
17265,373,493120,"8,500",1
31412,399,321920,"5,000",2
31412,559,321920,"5,000",1
31412,423,321920,"5,000",1
31412,393,321920,"5,000",1
31412,429,321920,"5,000",1
31412,271,321920,"5,000",1
31412,171,321920,"5,000",1
31412,422,321920,"5,000",1
31412,392,321920,"5,000",1
31412,459,321920,"5,000",1
31412,472,321920,"5,000",2
31412,341,321920,"5,000",1
31412,364,321920,"5,000",1
31412,551,321920,"5,000",1
31412,092,321920,"5,000",1
31412,361,321920,"5,000",1
31412,391,321920,"5,000",1
31412,342,321920,"5,000",1
24314,519,541110,100,5
7274,486,327310,95,3
7274,122,327310,95,2
24957,064,339112,547,1
24957,479,339112,547,1
24957,441,339112,547,2
24957,230,339112,547,1
24957,061,339112,547,2
24957,481,339112,547,1
24957,041,339112,547,1
9919,479,449210,"39,780",3
9919,342,449210,"39,780",2
9919,190,449210,"39,780",2
9919,061,449210,"39,780",5
9919,251,449210,"39,780",3
9919,491,449210,"39,780",3
9919,081,449210,"39,780",1
9919,092,449210,"39,780",1
9919,041,449210,"39,780",3
9919,101,449210,"39,780",2
9919,472,449210,"39,780",2
9919,131,449210,"39,780",4
9919,241,449210,"39,780",1
9919,299,449210,"39,780",1
9919,419,449210,"39,780",1
9919,459,449210,"39,780",2
9919,486,449210,"39,780",3
9919,489,449210,"39,780",2
9919,292,449210,"39,780",1
9919,392,449210,"39,780",2
9919,189,449210,"39,780",1
9919,483,449210,"39,780",1
9919,139,449210,"39,780",1
9919,471,449210,"39,780",2
9919,519,449210,"39,780",1
9919,019,449210,"39,780",1
9919,402,449210,"39,780",1
9919,319,449210,"39,780",1
9919,350,449210,"39,780",1
9919,062,449210,"39,780",1
9919,261,449210,"39,780",2
9919,379,449210,"39,780",1
9919,229,449210,"39,780",1
9919,484,449210,"39,780",3
9919,271,449210,"39,780",4
9919,551,449210,"39,780",1
9919,429,449210,"39,780",4
9919,559,449210,"39,780",1
9919,123,449210,"39,780",1
9919,280,449210,"39,780",3
9919,011,449210,"39,780",1
9919,179,449210,"39,780",1
9919,171,449210,"39,780",5
9919,364,449210,"39,780",1
9919,121,449210,"39,780",2
9919,160,449210,"39,780",1
9919,512,449210,"39,780",1
9919,473,449210,"39,780",1
9919,421,449210,"39,780",1
9919,122,449210,"39,780",1
9919,422,449210,"39,780",3
9919,341,449210,"39,780",1
9919,513,449210,"39,780",1
9919,223,449210,"39,780",1
9919,409,449210,"39,780",1
9919,230,449210,"39,780",1
9919,369,449210,"39,780",1
9919,371,449210,"39,780",1
11867,361,561920,"5,000",1
11867,519,561920,"5,000",1
11867,124,561920,"5,000",1
620,061,541110,300,2
620,069,541110,300,1
620,064,541110,300,1
620,063,541110,300,1
620,062,541110,300,1
620,531,541110,300,1
18372,421,456130,18,6
31482,411,926120,"1,000",13
31482,419,926120,"1,000",2
11072,179,541191,350,7
11072,171,541191,350,1
21055,511,811118,"9,000",5
21055,131,811118,"9,000",11
21055,219,811118,"9,000",5
21055,422,811118,"9,000",13
21055,262,811118,"9,000",6
21055,061,811118,"9,000",37
21055,189,811118,"9,000",12
21055,459,811118,"9,000",13
21055,379,811118,"9,000",3
21055,409,811118,"9,000",1
21055,350,811118,"9,000",5
21055,159,811118,"9,000",3
21055,341,811118,"9,000",29
21055,369,811118,"9,000",12
21055,391,811118,"9,000",12
21055,092,811118,"9,000",9
21055,421,811118,"9,000",25
21055,179,811118,"9,000",15
21055,122,811118,"9,000",23
21055,182,811118,"9,000",18
21055,321,811118,"9,000",10
21055,069,811118,"9,000",11
21055,251,811118,"9,000",25
21055,331,811118,"9,000",9
21055,062,811118,"9,000",15
21055,311,811118,"9,000",4
21055,171,811118,"9,000",43
21055,271,811118,"9,000",18
21055,151,811118,"9,000",5
21055,292,811118,"9,000",9
21055,363,811118,"9,000",18
21055,042,811118,"9,000",7
21055,269,811118,"9,000",14
21055,500,811118,"9,000",3
21055,559,811118,"9,000",10
21055,393,811118,"9,000",14
21055,481,811118,"9,000",7
21055,089,811118,"9,000",7
21055,402,811118,"9,000",5
21055,299,811118,"9,000",4
21055,488,811118,"9,000",14
21055,280,811118,"9,000",7
21055,124,811118,"9,000",7
21055,129,811118,"9,000",15
21055,560,811118,"9,000",4
21055,484,811118,"9,000",23
21055,064,811118,"9,000",29
21055,230,811118,"9,000",5
21055,209,811118,"9,000",3
21055,513,811118,"9,000",15
21055,242,811118,"9,000",9
21055,211,811118,"9,000",2
21055,261,811118,"9,000",32
21055,081,811118,"9,000",18
21055,392,811118,"9,000",19
21055,472,811118,"9,000",10
21055,451,811118,"9,000",5
21055,486,811118,"9,000",17
21055,229,811118,"9,000",2
21055,489,811118,"9,000",9
21055,441,811118,"9,000",6
21055,160,811118,"9,000",4
21055,091,811118,"9,000",9
21055,342,811118,"9,000",8
21055,099,811118,"9,000",1
21055,123,811118,"9,000",5
21055,041,811118,"9,000",15
21055,291,811118,"9,000",6
21055,241,811118,"9,000",14
21055,020,811118,"9,000",7
21055,221,811118,"9,000",1
21055,423,811118,"9,000",6
21055,300,811118,"9,000",2
21055,512,811118,"9,000",2
21055,139,811118,"9,000",4
21055,063,811118,"9,000",9
21055,483,811118,"9,000",1
21055,329,811118,"9,000",1
21055,019,811118,"9,000",6
21055,394,811118,"9,000",11
21055,531,811118,"9,000",13
21055,121,811118,"9,000",5
21055,111,811118,"9,000",1
21055,181,811118,"9,000",6
21055,101,811118,"9,000",3
21055,202,811118,"9,000",5
21055,551,811118,"9,000",11
21055,319,811118,"9,000",3
21055,399,811118,"9,000",13
21055,259,811118,"9,000",5
21055,190,811118,"9,000",14
21055,411,811118,"9,000",6
21055,172,811118,"9,000",4
21055,532,811118,"9,000",2
21055,471,811118,"9,000",2
21055,223,811118,"9,000",5
21055,429,811118,"9,000",7
21055,539,811118,"9,000",4
21055,339,811118,"9,000",3
21055,049,811118,"9,000",1
21055,419,811118,"9,000",4
21055,452,811118,"9,000",2
21055,065,811118,"9,000",4
21055,364,811118,"9,000",3
21055,361,811118,"9,000",11
21055,183,811118,"9,000",3
21055,519,811118,"9,000",5
21055,011,811118,"9,000",2
21055,371,811118,"9,000",3
21055,201,811118,"9,000",6
21055,473,811118,"9,000",2
21055,479,811118,"9,000",7
21055,362,811118,"9,000",1
21055,249,811118,"9,000",2
21055,222,811118,"9,000",1
21055,050,811118,"9,000",4
21055,485,811118,"9,000",2
21055,401,811118,"9,000",2
21055,491,811118,"9,000",3
21055,380,811118,"9,000",1
21055,373,811118,"9,000",3
21055,372,811118,"9,000",1
21055,279,811118,"9,000",3
21055,460,811118,"9,000",2
21055,212,811118,"9,000",2
31757,331,314999,500,4
31757,230,314999,500,3
31757,242,314999,500,1
31757,251,314999,500,2
31757,339,314999,500,1
31757,091,314999,500,1
14470,271,423610,265,1
14470,123,423610,265,1
14470,061,423610,265,1
16722,341,524210,"6,000",1
16722,342,524210,"6,000",1
16722,122,524210,"6,000",2
16722,484,524210,"6,000",1
16722,519,524210,"6,000",1
16722,064,524210,"6,000",1
16722,261,524210,"6,000",1
16722,471,524210,"6,000",1
16722,486,524210,"6,000",1
16722,531,524210,"6,000",8
16722,251,524210,"6,000",1
16722,369,524210,"6,000",1
16722,551,524210,"6,000",1
16722,321,524210,"6,000",2
16722,411,524210,"6,000",2
16722,182,524210,"6,000",1
16722,131,524210,"6,000",1
16722,371,524210,"6,000",1
16722,488,524210,"6,000",1
16722,123,524210,"6,000",1
16722,223,524210,"6,000",1
16722,511,524210,"6,000",1
16722,391,524210,"6,000",1
16722,280,524210,"6,000",2
16722,201,524210,"6,000",1
16722,292,524210,"6,000",1
16722,011,524210,"6,000",1
16722,539,524210,"6,000",2
16722,171,524210,"6,000",1
16722,061,524210,"6,000",1
26486,531,334510,"5,847",1
26486,519,334510,"5,847",1
26486,371,334510,"5,847",1
26486,401,334510,"5,847",1
26486,089,334510,"5,847",1
26486,081,334510,"5,847",1
8550,519,325998,"7,500",2
8550,109,325998,"7,500",1
8550,479,325998,"7,500",2
8550,459,325998,"7,500",1
8550,101,325998,"7,500",1
8550,489,325998,"7,500",1
8550,421,325998,"7,500",1
8550,131,325998,"7,500",1
8550,202,325998,"7,500",1
28439,219,424420,750,1
28439,391,424420,750,2
28439,519,424420,750,4
28439,411,424420,750,1
29590,201,561790,"1,000",1
29590,062,561790,"1,000",1
29590,041,561790,"1,000",1
29590,081,561790,"1,000",2
29590,292,561790,"1,000",1
29590,481,561790,"1,000",1
29590,486,561790,"1,000",1
29590,531,561790,"1,000",1
29590,485,561790,"1,000",1
29590,064,561790,"1,000",1
29590,089,561790,"1,000",2
29590,483,561790,"1,000",1
29590,061,561790,"1,000",2
29590,460,561790,"1,000",1
29590,042,561790,"1,000",2
29590,401,561790,"1,000",1
29590,488,561790,"1,000",1
29590,489,561790,"1,000",1
29590,350,561790,"1,000",1
29590,321,561790,"1,000",1
20111,219,561311,500,1
20111,423,561311,500,1
20111,183,561311,500,3
20111,189,561311,500,8
20111,171,561311,500,2
20111,262,561311,500,1
20111,280,561311,500,1
20111,011,561311,500,1
20111,341,561311,500,1
20111,402,561311,500,2
20111,372,561311,500,1
20111,472,561311,500,1
20111,399,561311,500,1
20111,451,561311,500,1
20111,099,561311,500,1
8959,131,522292,600,1
8959,479,522292,600,2
8959,489,522310,600,1
8959,373,522310,600,1
8959,061,522292,600,1
8959,111,522310,600,1
8959,063,522292,600,1
8959,069,522310,600,1
30154,251,nan,"65,000",1
30154,061,nan,"65,000",1
30154,519,nan,"65,000",3
30154,519,311999,"65,000",4
30154,421,311351,"65,000",1
30154,363,311351,"65,000",2
30154,519,311351,"65,000",6
30154,341,311351,"65,000",1
30154,342,311351,"65,000",1
30154,139,311351,"65,000",1
30154,061,311351,"65,000",1
1745,124,812112,"1,000",1
1745,292,812112,"1,000",4
1745,172,812112,"1,000",3
1745,122,812112,"1,000",1
14314,513,621111,50,7
14314,241,621111,50,2
14314,519,621111,50,1
14314,242,621111,50,1
12160,131,518210,"1,000",2
12160,484,518210,"1,000",1
12160,061,518210,"1,000",1
12160,064,518210,"1,000",1
12160,531,518210,"1,000",1
12160,363,518210,"1,000",1
12160,519,518210,"1,000",1
14799,139,621610,44,1
14799,171,621610,44,3
14799,092,621610,44,1
14799,122,621610,44,1
14799,041,621610,44,1
26762,551,333415,"3,800",2
26762,559,333310,"3,800",1
26762,399,333995,"3,800",1
26762,251,333415,"3,800",2
26762,391,333415,"3,800",1
26762,171,333517,"3,800",1
26762,261,333517,"3,800",2
26762,129,334416,"3,800",1
26762,331,335311,"3,800",1
26762,451,333248,"3,800",1
26762,259,333517,"3,800",1
26762,519,333415,"3,800",1
